Area_sqft,Price
3643.5146666462315,668757.9154184567
3845.0644823305606,818996.6352161217
4025.1928457816007,841164.6800651861
3840.1121405817075,769636.0222417067
1244.1297419564585,228764.4362316757
4591.576261698738,963389.6079297919
3146.9051847026376,610378.5309943605
2195.82957172667,463724.46716314193
2604.5175207648826,557503.5792823178
858.5697246156751,184633.8435223368
4135.193129705138,772244.6752754415
1299.939861861686,260589.34400881093
1121.0930836524121,242196.40653889446
3021.9451825527685,600763.7029003756
2810.0524525401147,579123.3735978282
2839.0692333351285,610172.9458718705
3894.918718767638,756369.8967719396
4930.811507486001,959004.569625122
3528.3576386995064,727289.6961784618
4359.096244059921,914710.0178576629
1571.14293652437,284129.3975163848
2091.744287895457,376815.4991180941
1559.5022448007498,300284.85327058344
4462.051714173493,807828.367111432
1061.8129715034556,199953.02891603252
3683.376643083366,776913.6258279346
1497.3477666810659,289299.26196119195
1581.6745992438866,301800.647270073
4008.7512403224496,792081.8895832365
4103.472523934195,766809.6747996542
1555.5550329592136,319091.0586286117
1929.6285519613557,416511.4957882466
4451.801695266913,805694.9440006523
1647.8113536219735,347528.7198586494
881.4311003339498,158916.8600479352
2273.186811572449,463141.4158564912
3950.5253638111667,864371.5720839365
917.6153567192862,180113.31755500563
875.5042825559289,172413.7008615061
3733.2166576853165,711028.9544039904
1228.638690904777,233592.71521031443
809.45017761897,151626.6795832051
2843.287542433873,564401.9746896669
2130.638711348266,391790.3805904554
3192.4234586418174,597683.1246577566
527.6831769308354,99332.987959916
4429.712702389181,918090.2222637134
2424.9867443493204,504854.5013189325
2209.0375416705538,482724.46214105265
3264.5887991054037,667614.056753029
4350.099312320532,923074.1788386194
3645.3007971153293,694290.002285847
2129.120867997244,464055.9598060246
629.5651951867558,121172.62003726735
4074.168570018688,792292.6773983159
2179.8669574506375,411453.38506593317
1897.5145583014385,343186.2816207547
2152.515353844663,436350.2030517459
2815.671086709543,557472.5413425795
2393.9159583512264,525980.8118784337
1128.1659842430076,205486.69062248664
4727.326551967429,900973.6570219374
4589.873527243904,865365.2092942025
2619.4865700557552,478590.0843627896
4133.477473597473,791827.3584273839
654.2489477321245,123262.59569859464
2999.166947180274,600847.9699576781
2712.493318157287,573464.9198017557
4840.250257598195,982923.2401669347
4704.31772379144,857316.5093977223
4917.791444753114,903463.8416330279
2623.7866934365566,479686.71595882246
648.9144954559333,129457.46358948013
959.346814903696,177527.36716898865
1734.3844287893528,319025.6150983734
1368.4238078767862,276666.54513976385
1216.7201700884716,232993.60042504076
4287.988688534777,855935.5253138619
2846.192306805212,529782.5019582134
1499.6697604059511,282387.23955704446
4795.172801702461,898398.9233412852
3653.876947603828,754440.13563269
4386.383732699288,934617.0173146402
2475.5912739278974,445610.8041796612
3243.55375616158,633019.7441706443
2709.54375196409,574199.4879127844
4902.172609481249,911667.1720414723
602.8679210559616,111606.96630335214
2065.793187843431,400430.39191007207
2114.468353065262,385272.08176696755
3506.5708155929383,670124.129795055
4212.379083724341,911893.5744023105
1717.9686595813534,365738.5943800255
1019.698942725961,214262.01630134278
4402.974403358661,927941.5432777753
2512.210665466321,536116.3589000916
1873.7920573470353,347109.60562739166
2925.0609077306153,607817.8906142921
4573.393074112208,985860.533293454
2698.0939328295367,582066.3765101858
3258.289601113766,711827.6839829986
3609.4690381524288,739470.2775749703
891.7352040714786,167021.4215679079
1698.5444309914399,363951.4343153323
1879.5440340561165,378156.2006798966
1816.3104108825014,358943.20499626454
3342.4448873226215,733858.6334588699
4561.987025908579,900151.2384584472
1641.2447725128734,356050.0443740153
704.0836152545817,140663.23209066218
4787.574856104731,884676.1486968144
2607.781691331269,509850.0195590812
4329.003343192125,793837.9040602193
3414.738043168579,750146.3678714582
4920.386242077671,1061902.995607293
2809.613031909026,612508.1049998034
642.9437427452918,117293.45880141431
1189.1620242124586,251136.59917084384
2921.8200973642256,536198.5394599843
577.4695238786061,121924.05873122053
2181.369728339417,417547.70953650377
929.3423418516345,184870.2508619136
4100.687508552273,785840.6506052408
2125.1271187929005,428934.77673143306
926.7918082803512,181673.80037534318
2344.433782637044,450272.6861541921
4499.646617050708,820728.8402142138
1962.402955988633,379878.49360459775
3707.500248946766,672855.8311778444
3827.256713314981,697856.8370225655
2183.3323535680565,446541.38330262294
1585.7992221473858,287726.81712817313
3767.638435284833,794550.4070936432
2353.967757596476,452468.02780484385
4526.34387625994,961103.8332135294
3434.909055644208,753676.6102091664
742.5977666402075,136459.9382684282
2280.6663898438624,489383.58105582447
3197.2819999355356,694353.3308633
557.1895441040015,106862.72686206727
1943.3081670262447,368075.2329828228
2560.203920591718,473642.09092495317
1049.8973663048873,213661.9699075819
4069.5336796938054,851583.3729513293
3619.336963656075,711370.9264195055
4470.536490541631,859460.6739757224
1017.5713246494211,204873.36864724616
1765.022692936969,361917.26329950825
1515.2916352221528,289247.8668736285
4133.810256844314,881974.3682426317
2468.2318669469655,458014.6536748228
1270.1231261806206,236559.77546716863
3887.134145562872,783026.8619395511
2614.830404719103,518209.3657137475
853.8058544241811,183235.30322042512
2078.6315713301465,415714.2413835975
2514.1429393661574,545673.5138752263
2570.736599359453,555930.1957000993
1419.916809744314,283037.5880467662
4932.044018912142,953484.3407203787
2987.797800417039,580568.2318036974
2467.86029415745,493713.526268641
3011.9188406035405,661312.8436436179
2764.440087757296,498312.0637930079
1726.925720424957,348430.4047731343
1507.4371572424989,290476.87479166937
3798.837783067766,725304.9641579287
1363.0208572882443,284082.1409927248
965.7093715509216,187366.87319443922
4741.538917006131,954566.4505767468
1469.8076665850758,308267.7520976155
939.5973588471018,179984.56246555204
4663.539311618414,1022481.6459130169
815.7666874541087,165657.11355652503
1056.937874293835,201062.80179648107
4958.36002990061,989339.3459129414
4138.350949925785,774241.8417700699
3891.7726787050447,764057.0942100452
3106.925246996788,675108.6965039524
2127.877966462357,467313.04235763603
1473.3152382906956,268404.70141506364
1219.258654574797,228691.08870941226
4346.750845410531,809665.9016653624
2950.1928623067392,580034.0723787934
2220.7806761775146,467505.2299115722
4966.493606567904,983383.7285449154
921.8573100738865,199716.80525007
3596.7387818704206,736172.5809856303
558.647979315229,118038.23791989
3821.0089723694196,811747.2805867193
2821.2895673978333,574878.3111612594
2434.3073192867887,474004.33906450955
2821.6858388342525,595017.5604983481
4016.090584344236,777380.4974067915
4756.152713715712,969827.7710390574
4085.3263729281052,867823.1807946534
3874.1630834215234,810873.8892389932
2398.3776067770723,503762.8163186498
692.3180128105005,137953.24299158057
2291.051503265494,489598.9903730523
745.9907852489287,141827.7514901611
512.8139993359649,99284.93499280399
1581.3551675331007,286535.66948905087
3458.622330750291,635540.0460208512
3278.8074447737986,612870.4254670984
1298.9805077402264,245722.14940451807
1103.6928088650197,235090.08035610363
1188.6217042643661,244050.76839387804
3127.163980491396,639810.594830611
4677.2959593219,975578.0715286747
853.5099727841852,184086.95796587894
4161.970607635236,854733.1570088365
3117.1364902992173,594861.4151618516
2325.717453935177,507459.5666931317
2836.5299516566356,560872.4939577171
543.3244738278582,111658.62734337733
3293.1580526881357,629536.558677363
2873.19957577575,613234.1973583245
606.4139669474666,132001.2490392541
1907.0762098723992,383041.6482493957
4519.018643044118,919353.0281034698
4791.760668038301,879640.5842512081
666.3191928491883,126174.98337207762
1872.8478379441601,402746.67595613137
3769.736444091535,807888.004481105
3905.198720939434,761138.4469334328
1736.7815227041342,379319.58532681933
